gene_id	entrez_id	gene_name	gene_biotype	description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	direction_at_padj0.05_lfc1	contrast	note
ENSGALG00000000525	100525	DUMMY00525	protein_coding	synthetic predicted protein-coding gene 00525	247.167	-0.1496	0.2679	-0.5586	4.970e-01	6.539e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001146	101146	DUMMY01146	protein_coding	synthetic predicted protein-coding gene 01146	104.0	0.1289	0.2702	0.4772	4.973e-01	6.541e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002655	102655	DUMMY02655	protein_coding	synthetic predicted protein-coding gene 02655	513.5	-0.132	0.1989	-0.6638	4.992e-01	6.563e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000996	100996	DUMMY00996	protein_coding	synthetic predicted protein-coding gene 00996	135.0	0.1991	0.2742	0.7261	5.007e-01	6.576e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000331	100331	DUMMY00331	protein_coding	synthetic predicted protein-coding gene 00331	215.5	-0.127	0.2182	-0.582	5.006e-01	6.576e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001345	101345	DUMMY01345	protein_coding	synthetic predicted protein-coding gene 01345	500.167	-0.1509	0.229	-0.659	5.012e-01	6.580e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001699	101699	DUMMY01699	protein_coding	synthetic predicted protein-coding gene 01699	243.833	0.1122	0.2602	0.4314	5.023e-01	6.592e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000027	100027	CXCL8	protein_coding	C-X-C motif chemokine ligand 8	908.0	-0.1537	0.1987	-0.7734	5.034e-01	6.603e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000091	100091	DUMMY00091	protein_coding	synthetic predicted protein-coding gene 00091	71.333	-0.2281	0.3745	-0.6091	5.041e-01	6.610e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000515	100515	DUMMY00515	protein_coding	synthetic predicted protein-coding gene 00515	600.833	-0.1465	0.2242	-0.6533	5.047e-01	6.612e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000512	100512	DUMMY00512	protein_coding	synthetic predicted protein-coding gene 00512	1100.5	0.0913	0.1838	0.4967	5.046e-01	6.612e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001008	101008	DUMMY01008	protein_coding	synthetic predicted protein-coding gene 01008	307.333	0.2254	0.2381	0.9469	5.053e-01	6.616e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001014	101014	DUMMY01014	protein_coding	synthetic predicted protein-coding gene 01014	220.667	0.1523	0.2746	0.5548	5.062e-01	6.626e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002700	102700	DUMMY02700	protein_coding	synthetic predicted protein-coding gene 02700	536.167	0.148	0.1952	0.758	5.067e-01	6.628e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000595	100595	DUMMY00595	protein_coding	synthetic predicted protein-coding gene 00595	30.0	0.2529	0.3557	0.711	5.068e-01	6.628e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002524	102524	DUMMY02524	protein_coding	synthetic predicted protein-coding gene 02524	207.5	0.1597	0.2186	0.7307	5.081e-01	6.642e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002514	102514	DUMMY02514	protein_coding	synthetic predicted protein-coding gene 02514	79.0	0.2547	0.2677	0.9514	5.087e-01	6.647e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001058	101058	DUMMY01058	protein_coding	synthetic predicted protein-coding gene 01058	13.833	0.3711	0.4303	0.8625	5.091e-01	6.649e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001306	101306	DUMMY01306	protein_coding	synthetic predicted protein-coding gene 01306	136.5	-0.144	0.2407	-0.5985	5.096e-01	6.653e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001838	101838	DUMMY01838	protein_coding	synthetic predicted protein-coding gene 01838	11.5	-0.2814	0.4129	-0.6815	5.101e-01	6.656e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000922	100922	DUMMY00922	protein_coding	synthetic predicted protein-coding gene 00922	315.5	0.1477	0.1991	0.7422	5.103e-01	6.656e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001428	101428	DUMMY01428	protein_coding	synthetic predicted protein-coding gene 01428	173.833	0.1685	0.2468	0.6826	5.172e-01	6.743e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001522	101522	DUMMY01522	protein_coding	synthetic predicted protein-coding gene 01522	260.0	-0.0812	0.2246	-0.3618	5.180e-01	6.751e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000315	100315	DUMMY00315	protein_coding	synthetic predicted protein-coding gene 00315	103.833	0.1615	0.2468	0.6543	5.189e-01	6.759e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000520	100520	DUMMY00520	protein_coding	synthetic predicted protein-coding gene 00520	27.833	0.2895	0.3873	0.7475	5.191e-01	6.759e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000293	100293	DUMMY00293	protein_coding	synthetic predicted protein-coding gene 00293	314.333	-0.1223	0.2476	-0.4938	5.194e-01	6.760e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000399	100399	DUMMY00399	protein_coding	synthetic predicted protein-coding gene 00399	30.0	0.2529	0.3651	0.6927	5.201e-01	6.766e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002944	102944	DUMMY02944	protein_coding	synthetic predicted protein-coding gene 02944	11.5	0.1203	0.4459	0.2698	5.213e-01	6.779e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001933	101933	DUMMY01933	protein_coding	synthetic predicted protein-coding gene 01933	4.833	0.2713	0.5491	0.4941	5.225e-01	6.789e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000411	100411	DUMMY00411	protein_coding	synthetic predicted protein-coding gene 00411	25.333	0.2613	0.384	0.6805	5.225e-01	6.789e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000391	100391	DUMMY00391	protein_coding	synthetic predicted protein-coding gene 00391	170.833	-0.1208	0.2259	-0.5346	5.232e-01	6.791e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000376	100376	DUMMY00376	protein_coding	synthetic predicted protein-coding gene 00376	112.333	0.1878	0.2549	0.7367	5.230e-01	6.791e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000226	100226	DUMMY00226	protein_coding	synthetic predicted protein-coding gene 00226	63.0	0.1972	0.3113	0.6335	5.237e-01	6.795e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002705	102705	DUMMY02705	protein_coding	synthetic predicted protein-coding gene 02705	377.333	0.1835	0.2504	0.733	5.247e-01	6.805e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000085	100085	DUMMY00085	protein_coding	synthetic predicted protein-coding gene 00085	471.833	0.1539	0.2022	0.7611	5.251e-01	6.807e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001465	101465	DUMMY01465	protein_coding	synthetic predicted protein-coding gene 01465	16.5	0.0849	0.451	0.1882	5.278e-01	6.840e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002207	102207	DUMMY02207	protein_coding	synthetic predicted protein-coding gene 02207	63.333	-0.1659	0.2732	-0.6072	5.285e-01	6.842e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000407	100407	DUMMY00407	protein_coding	synthetic predicted protein-coding gene 00407	101.333	0.2366	0.2859	0.8276	5.289e-01	6.842e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002424	102424	DUMMY02424	protein_coding	synthetic predicted protein-coding gene 02424	198.5	0.0991	0.2153	0.4605	5.287e-01	6.842e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002247	102247	DUMMY02247	protein_coding	synthetic predicted protein-coding gene 02247	4.333	0.1993	0.5117	0.3895	5.288e-01	6.842e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001049	101049	DUMMY01049	protein_coding	synthetic predicted protein-coding gene 01049	207.833	-0.1502	0.2192	-0.6851	5.295e-01	6.844e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000892	100892	DUMMY00892	protein_coding	synthetic predicted protein-coding gene 00892	9.667	-0.1895	0.4375	-0.4331	5.293e-01	6.844e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002056	102056	DUMMY02056	protein_coding	synthetic predicted protein-coding gene 02056	431.833	0.1548	0.2147	0.7207	5.320e-01	6.864e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001068	101068	DUMMY01068	protein_coding	synthetic predicted protein-coding gene 01068	270.167	-0.1013	0.2062	-0.4914	5.319e-01	6.864e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000285	100285	DUMMY00285	protein_coding	synthetic predicted protein-coding gene 00285	33.167	-0.2147	0.3419	-0.6279	5.313e-01	6.864e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001337	101337	DUMMY01337	protein_coding	synthetic predicted protein-coding gene 01337	2.667	-0.3049	0.5555	-0.5488	5.315e-01	6.864e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002510	102510	DUMMY02510	protein_coding	synthetic predicted protein-coding gene 02510	5.5	0.4034	0.4869	0.8284	5.327e-01	6.870e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000867	100867	DUMMY00867	protein_coding	synthetic predicted protein-coding gene 00867	54.333	-0.1756	0.3167	-0.5545	5.336e-01	6.876e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002486	102486	DUMMY02486	protein_coding	synthetic predicted protein-coding gene 02486	1.5	-0.241	0.5997	-0.4019	5.334e-01	6.876e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001583	101583	DUMMY01583	protein_coding	synthetic predicted protein-coding gene 01583	186.5	0.1003	0.2999	0.3345	5.345e-01	6.882e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002066	102066	DUMMY02066	protein_coding	synthetic predicted protein-coding gene 02066	99.333	0.1736	0.2739	0.6338	5.344e-01	6.882e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002654	102654	DUMMY02654	protein_coding	synthetic predicted protein-coding gene 02654	6.0	0.297	0.5099	0.5825	5.354e-01	6.890e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001064	101064	DUMMY01064	protein_coding	synthetic predicted protein-coding gene 01064	37.5	0.0633	0.335	0.1889	5.358e-01	6.893e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001400	101400	DUMMY01400	protein_coding	synthetic predicted protein-coding gene 01400	578.167	-0.1023	0.1902	-0.5376	5.361e-01	6.894e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002770	102770	DUMMY02770	protein_coding	synthetic predicted protein-coding gene 02770	149.0	-0.1868	0.2324	-0.8039	5.373e-01	6.906e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001839	101839	DUMMY01839	protein_coding	synthetic predicted protein-coding gene 01839	199.833	-0.1851	0.3129	-0.5914	5.400e-01	6.938e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000077	100077	DUMMY00077	protein_coding	synthetic predicted protein-coding gene 00077	17.667	0.2655	0.4261	0.623	5.406e-01	6.942e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002372	102372	DUMMY02372	protein_coding	synthetic predicted protein-coding gene 02372	209.833	0.2452	0.32	0.7664	5.410e-01	6.944e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002238	102238	DUMMY02238	protein_coding	synthetic predicted protein-coding gene 02238	32.667	0.2617	0.3257	0.8036	5.412e-01	6.944e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000254	100254	DUMMY00254	protein_coding	synthetic predicted protein-coding gene 00254	3.167	0.3959	0.5542	0.7144	5.419e-01	6.947e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001438	101438	DUMMY01438	protein_coding	synthetic predicted protein-coding gene 01438	30.0	-0.2212	0.3744	-0.5908	5.417e-01	6.947e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000055	100055	DUMMY00055	protein_coding	synthetic predicted protein-coding gene 00055	110.0	0.0784	0.257	0.3048	5.431e-01	6.960e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001782	101782	DUMMY01782	protein_coding	synthetic predicted protein-coding gene 01782	38.667	0.1721	0.3735	0.4608	5.441e-01	6.970e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000394	100394	DUMMY00394	protein_coding	synthetic predicted protein-coding gene 00394	651.5	-0.1129	0.1841	-0.6132	5.452e-01	6.981e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000469	100469	DUMMY00469	protein_coding	synthetic predicted protein-coding gene 00469	19.333	-0.1943	0.4129	-0.4705	5.472e-01	7.004e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002204	102204	DUMMY02204	protein_coding	synthetic predicted protein-coding gene 02204	363.5	-0.1892	0.2922	-0.6475	5.474e-01	7.004e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000934	100934	DUMMY00934	protein_coding	synthetic predicted protein-coding gene 00934	13.167	0.1762	0.4644	0.3793	5.480e-01	7.006e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002596	102596	DUMMY02596	protein_coding	synthetic predicted protein-coding gene 02596	5.833	0.2283	0.5001	0.4564	5.481e-01	7.006e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001983	101983	DUMMY01983	protein_coding	synthetic predicted protein-coding gene 01983	234.5	-0.1167	0.2525	-0.4622	5.499e-01	7.023e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000292	100292	DUMMY00292	protein_coding	synthetic predicted protein-coding gene 00292	399.667	-0.0697	0.2073	-0.3364	5.497e-01	7.023e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001143	101143	DUMMY01143	protein_coding	synthetic predicted protein-coding gene 01143	332.5	0.1113	0.2184	0.5095	5.509e-01	7.031e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002027	102027	DUMMY02027	protein_coding	synthetic predicted protein-coding gene 02027	50.5	0.1605	0.287	0.5592	5.510e-01	7.031e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001722	101722	DUMMY01722	protein_coding	synthetic predicted protein-coding gene 01722	732.0	-0.1064	0.2024	-0.5257	5.527e-01	7.050e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000437	100437	DUMMY00437	protein_coding	synthetic predicted protein-coding gene 00437	144.0	0.2134	0.2737	0.7796	5.537e-01	7.060e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002952	102952	DUMMY02952	protein_coding	synthetic predicted protein-coding gene 02952	80.167	-0.1611	0.2553	-0.6312	5.563e-01	7.079e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002647	102647	DUMMY02647	protein_coding	synthetic predicted protein-coding gene 02647	69.5	-0.172	0.2809	-0.6122	5.557e-01	7.079e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001889	101889	DUMMY01889	protein_coding	synthetic predicted protein-coding gene 01889	82.0	-0.1751	0.2673	-0.655	5.562e-01	7.079e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002289	102289	DUMMY02289	protein_coding	synthetic predicted protein-coding gene 02289	13.833	0.2354	0.4439	0.5303	5.562e-01	7.079e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002597	102597	DUMMY02597	protein_coding	synthetic predicted protein-coding gene 02597	618.5	0.1672	0.203	0.8239	5.564e-01	7.079e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000337	100337	DUMMY00337	protein_coding	synthetic predicted protein-coding gene 00337	550.0	0.1206	0.1888	0.6389	5.569e-01	7.082e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002950	102950	DUMMY02950	protein_coding	synthetic predicted protein-coding gene 02950	222.667	0.1639	0.2322	0.7061	5.584e-01	7.084e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001553	101553	DUMMY01553	protein_coding	synthetic predicted protein-coding gene 01553	4.333	0.1993	0.5629	0.3541	5.584e-01	7.084e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000642	100642	DUMMY00642	protein_coding	synthetic predicted protein-coding gene 00642	17.5	-0.1337	0.3813	-0.3506	5.575e-01	7.084e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002865	102865	DUMMY02865	protein_coding	synthetic predicted protein-coding gene 02865	20.0	0.2351	0.413	0.5692	5.575e-01	7.084e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002359	102359	DUMMY02359	protein_coding	synthetic predicted protein-coding gene 02359	7.167	-0.3149	0.4663	-0.6753	5.585e-01	7.084e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000768	100768	DUMMY00768	protein_coding	synthetic predicted protein-coding gene 00768	171.833	0.1257	0.2299	0.5467	5.584e-01	7.084e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001394	101394	DUMMY01394	protein_coding	synthetic predicted protein-coding gene 01394	174.333	-0.1652	0.2195	-0.7529	5.590e-01	7.089e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000769	100769	DUMMY00769	protein_coding	synthetic predicted protein-coding gene 00769	1.5	-0.241	0.6273	-0.3842	5.594e-01	7.090e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000629	100629	DUMMY00629	protein_coding	synthetic predicted protein-coding gene 00629	316.167	-0.12	0.2235	-0.5372	5.600e-01	7.095e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001443	101443	DUMMY01443	protein_coding	synthetic predicted protein-coding gene 01443	447.833	0.0826	0.2522	0.3276	5.615e-01	7.108e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001186	101186	DUMMY01186	protein_coding	synthetic predicted protein-coding gene 01186	41.0	-0.1857	0.325	-0.5713	5.613e-01	7.108e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000759	100759	DUMMY00759	protein_coding	synthetic predicted protein-coding gene 00759	10.0	0.2756	0.4474	0.616	5.635e-01	7.130e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001256	101256	DUMMY01256	protein_coding	synthetic predicted protein-coding gene 01256	79.0	0.1089	0.2889	0.3771	5.642e-01	7.136e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002880	102880	DUMMY02880	protein_coding	synthetic predicted protein-coding gene 02880	216.333	-0.1109	0.2178	-0.5093	5.646e-01	7.138e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000813	100813	DUMMY00813	protein_coding	synthetic predicted protein-coding gene 00813	25.333	-0.1864	0.3411	-0.5465	5.657e-01	7.143e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002334	102334	DUMMY02334	protein_coding	synthetic predicted protein-coding gene 02334	22.667	0.2079	0.3646	0.5703	5.656e-01	7.143e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000586	100586	DUMMY00586	protein_coding	synthetic predicted protein-coding gene 00586	395.167	0.2424	0.288	0.8418	5.656e-01	7.143e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000414	100414	DUMMY00414	protein_coding	synthetic predicted protein-coding gene 00414	56.167	0.1784	0.2806	0.636	5.667e-01	7.153e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001877	101877	DUMMY01877	protein_coding	synthetic predicted protein-coding gene 01877	579.0	-0.0863	0.1944	-0.4441	5.671e-01	7.154e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000949	100949	DUMMY00949	protein_coding	synthetic predicted protein-coding gene 00949	53.0	0.0899	0.3075	0.2924	5.678e-01	7.160e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000406	100406	DUMMY00406	protein_coding	synthetic predicted protein-coding gene 00406	290.5	0.0942	0.2155	0.4372	5.702e-01	7.178e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000924	100924	DUMMY00924	protein_coding	synthetic predicted protein-coding gene 00924	5.333	-0.3312	0.6713	-0.4934	5.702e-01	7.178e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002273	102273	DUMMY02273	protein_coding	synthetic predicted protein-coding gene 02273	430.5	-0.1575	0.2216	-0.7108	5.700e-01	7.178e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001907	101907	DUMMY01907	protein_coding	synthetic predicted protein-coding gene 01907	128.667	-0.1715	0.2695	-0.6362	5.697e-01	7.178e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002795	102795	DUMMY02795	protein_coding	synthetic predicted protein-coding gene 02795	26.167	-0.1987	0.3331	-0.5964	5.707e-01	7.182e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000526	100526	DUMMY00526	protein_coding	synthetic predicted protein-coding gene 00526	83.167	-0.19	0.3306	-0.5746	5.715e-01	7.185e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002726	102726	DUMMY02726	protein_coding	synthetic predicted protein-coding gene 02726	45.5	0.1151	0.3212	0.3582	5.714e-01	7.185e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
